ts,t_s,batt.capacity_pct,batt.charge_uah,batt.current_ua,batt.power_mw,batt.voltage_uv,power_mw_calc
7416635888075797,60.751891927,34.0,1653000.0,-1998000.0,7.0,3925.0,-7842.150000000001
7416636138453720,61.00226985,34.0,1653000.0,-1998000.0,7.0,3925.0,-7842.150000000001
7416636388222027,61.252038157,34.0,1653000.0,-1998000.0,7.0,3925.0,-7842.150000000001
7416636638158027,61.501974157,34.0,1653000.0,-1839000.0,7.0,3920.0,-7208.88
7416636888331797,61.752147927,34.0,1653000.0,-1839000.0,7.0,3920.0,-7208.88
7416637137842874,62.001659004,34.0,1653000.0,-1839000.0,7.0,3920.0,-7208.88
7416637387998566,62.251814696,34.0,1653000.0,-1839000.0,7.0,3920.0,-7208.88
7416637638528720,62.50234485,34.0,1653000.0,-1936000.0,7.0,3921.0,-7591.056
7416637887966335,62.751782465,34.0,1656000.0,-1936000.0,7.0,3921.0,-7591.056
7416638137644720,63.00146085,34.0,1656000.0,-1936000.0,7.0,3921.0,-7591.056
7416638388075258,63.251891388,34.0,1656000.0,-1936000.0,7.0,3921.0,-7591.056
7416638638500104,63.502316234,34.0,1656000.0,-2009000.0,7.0,3925.0,-7885.325
7416638887775566,63.751591696,34.0,1656000.0,-2009000.0,7.0,3925.0,-7885.325
7416639137547874,64.001364004,34.0,1656000.0,-2009000.0,7.0,3925.0,-7885.325
7416639387522951,64.251339081,34.0,1656000.0,-2009000.0,7.0,3925.0,-7885.325
7416639638260797,64.502076927,34.0,1656000.0,-2023000.0,7.0,3926.0,-7942.297999999999
7416639887929412,64.751745542,34.0,1656000.0,-2023000.0,7.0,3926.0,-7942.297999999999
7416640137468720,65.00128485,34.0,1656000.0,-2023000.0,7.0,3926.0,-7942.297999999999
7416640388851797,65.252667927,34.0,1656000.0,-2023000.0,7.0,3926.0,-7942.297999999999
7416640638096181,65.501912311,34.0,1656000.0,-1816000.0,7.0,3919.0,-7116.903999999999
7416640888598951,65.752415081,34.0,1656000.0,-1816000.0,7.0,3919.0,-7116.903999999999
7416641138034566,66.001850696,34.0,1656000.0,-1816000.0,7.0,3919.0,-7116.903999999999
7416641388377951,66.252194081,34.0,1656000.0,-1816000.0,7.0,3919.0,-7116.903999999999
7416641637903874,66.501720004,34.0,1656000.0,-1885000.0,7.0,3921.0,-7391.085
7416641887634874,66.751451004,34.0,1656000.0,-1885000.0,7.0,3921.0,-7391.085
7416642137694951,67.001511081,34.0,1656000.0,-1885000.0,7.0,3921.0,-7391.085
7416642388075489,67.251891619,34.0,1656000.0,-1885000.0,7.0,3921.0,-7391.085
7416642637868797,67.501684927,34.0,1656000.0,-2024000.0,7.0,3926.0,-7946.224000000001
7416642888097335,67.751913465,34.0,1656000.0,-2024000.0,7.0,3926.0,-7946.224000000001
7416643138119566,68.001935696,34.0,1659000.0,-2024000.0,7.0,3926.0,-7946.224000000001
7416643388060720,68.25187685,34.0,1659000.0,-2024000.0,7.0,3926.0,-7946.224000000001
7416643638314874,68.502131004,34.0,1659000.0,-1993000.0,7.0,3926.0,-7824.517999999999
7416643888350259,68.752166389,34.0,1659000.0,-1993000.0,7.0,3926.0,-7824.517999999999
7416644138122259,69.001938389,34.0,1659000.0,-1993000.0,7.0,3926.0,-7824.517999999999
7416644387476182,69.251292312,34.0,1659000.0,-1993000.0,7.0,3926.0,-7824.517999999999
7416644637976105,69.501792235,34.0,1659000.0,-1828000.0,7.0,3921.0,-7167.588000000001
7416644887554028,69.751370158,34.0,1659000.0,-1828000.0,7.0,3921.0,-7167.588000000001
7416645137716413,70.001532543,34.0,1659000.0,-1828000.0,7.0,3921.0,-7167.588000000001
7416645387764797,70.251580927,34.0,1659000.0,-1828000.0,7.0,3921.0,-7167.588000000001
7416645637946259,70.501762389,34.0,1659000.0,-1976000.0,7.0,3922.0,-7749.872
7416645887962336,70.751778466,34.0,1659000.0,-1976000.0,7.0,3922.0,-7749.872
7416646138132105,71.001948235,34.0,1659000.0,-1976000.0,7.0,3922.0,-7749.872
7416646388090566,71.251906696,34.0,1659000.0,-1976000.0,7.0,3922.0,-7749.872
7416646638610028,71.502426158,34.0,1659000.0,-2036000.0,7.0,3927.0,-7995.372
7416646887707490,71.75152362,34.0,1659000.0,-2036000.0,7.0,3927.0,-7995.372
7416647137984797,72.001800927,34.0,1659000.0,-2036000.0,7.0,3927.0,-7995.372
7416647387687182,72.251503312,34.0,1659000.0,-2036000.0,7.0,3927.0,-7995.372
7416647638262028,72.502078158,34.0,1659000.0,-2039000.0,8.0,3927.0,-8007.152999999998
7416647887966951,72.751783081,34.0,1659000.0,-2039000.0,8.0,3927.0,-8007.152999999998
