run_name,t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,temp_cpu_hat_C,temp_batt_hat_C,temp_leak_hat_C,power_total_mW,power_cpu_mW,power_screen_mW,is_gps_on,cellular_on,p0_pred_mW,power_pred_mW,resid0_mW,gps_fit_source,cell_fit_source
20260131_230812_S1-HS-1,155.0,4.0,98,4364,35.4,43.528,41.868044025553544,35.04179933190247,39.82017061745822,1568.83,130.85475,0.0,1,1,1792.409433527599,1792.409433527599,-223.57943352759912,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,159.0,4.0,98,4364,35.4,45.097,41.5953473571607,35.04040870911516,39.62886576274704,1654.335,129.226,0.0,1,1,1769.9847378325678,1769.9847378325678,-115.64973783256778,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,163.0,4.0,98,4364,35.4,43.992,41.45981240530422,35.039001038946296,39.53356899539684,1520.4119999999998,126.30575,0.0,1,1,1733.260798120013,1733.260798120013,-212.84879812001327,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,167.0,3.0,98,4369,35.5,43.992,41.31728920322717,35.0375875265377,39.43337870022033,1442.1,165.771,0.0,1,1,2210.32279663857,2210.32279663857,-768.2227966385699,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,170.0,4.0,98,4369,35.5,44.701,42.33313067634812,35.036522600862135,40.144148253702326,1972.076,129.605,0.0,1,1,1781.8775952159974,1781.8775952159974,190.1984047840026,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,174.0,4.0,98,4369,35.5,44.317,41.67857771308214,35.03518913328311,39.685561139142436,1664.208,131.823,0.0,1,1,1802.258775956814,1802.258775956814,-138.05077595681382,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,178.0,4.0,98,4369,35.5,43.356,41.57138968290362,35.03380738776838,39.610114994363045,1494.54,132.28425,0.0,1,1,1806.7995708131052,1806.7995708131052,-312.25957081310526,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,182.0,3.0,98,4369,35.5,45.128,41.55646868190149,35.03242200764135,39.59925467962345,1494.1979999999996,169.75666666666666,0.0,1,1,2260.9312588306534,2260.9312588306534,-766.7332588306538,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,185.0,4.0,98,4369,35.5,41.939,42.54646863382402,35.03138587819088,40.291943807134075,2095.2000000000003,126.68925,0.0,1,1,1748.6714720137816,1748.6714720137816,346.5285279862187,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,189.0,4.0,98,4369,35.5,45.024,41.631964650391176,35.03008860057765,39.65140183544712,2636.1000000000004,126.47475,0.0,1,1,1736.9447778482302,1736.9447778482302,899.1552221517702,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,193.0,4.0,98,4369,35.5,41.999,41.36543742909643,35.02872179461884,39.46442273875316,1520.4119999999998,130.99325,0.0,1,1,1789.134566433647,1789.134566433647,-268.7225664336472,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,197.0,4.0,98,4369,35.6,43.397,41.449056372772816,35.027338355021676,39.522540967447476,1532.8169999999998,130.94425,0.0,1,1,1789.341526182212,1789.341526182212,-256.5245261822122,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,201.0,3.0,98,4369,35.6,47.716,41.46992189148274,35.025966787544625,39.53673536030131,1572.48,167.556,0.0,1,1,2233.3862066364095,2233.3862066364095,-660.9062066364095,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,204.0,4.0,98,4369,35.6,44.707,42.44467368137896,35.024943159929315,40.21875452494407,1996.633,121.72925,0.0,1,1,1687.477403468068,1687.477403468068,309.15559653193213,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,208.0,4.0,98,4369,35.6,43.958,41.423210724856865,35.02366126682095,39.50334588744609,1868.22,127.636,0.0,1,1,1748.9703155877805,1748.9703155877805,119.2496844122195,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,212.0,4.0,98,4369,35.6,42.233,41.34299479285744,35.02230109989896,39.446786684969894,1529.15,120.768,0.0,1,1,1664.9302306018967,1664.9302306018967,-135.78023060189662,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,216.0,3.0,98,4369,35.6,42.189,41.0765015700384,35.02093941026237,39.25983292210559,1428.663,165.582,0.0,1,1,2205.663912475412,2205.663912475412,-777.000912475412,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,219.0,4.0,98,4369,35.6,48.163,42.20800714170649,35.019905655789444,40.051576695931374,1406.496,124.852,0.0,1,1,1722.9259989580548,1722.9259989580548,-316.42999895805474,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
